,Source,Sink,Label
1908951,502082,4024859,1
1908955,502082,4025415,1
1909286,502082,4121190,1
1910063,502082,4345032,1
1910088,502082,4353146,1
1910565,502082,4492672,1
1911431,502082,4756994,1
1911471,502082,4772204,1
1912699,502360,831069,1
1912709,502360,855821,1
1912797,502360,1041962,1
1912965,502360,1449630,1
1913156,502360,1813634,1
1913832,502360,3393034,1
1914349,502360,4507523,1
1914353,502360,4512373,1
1915680,504676,312693,1
1915738,504676,402837,1
1915766,504676,445996,1
1915925,504676,738265,1
1915940,504676,763493,1
1917557,504676,3386360,1
1917906,504676,4002980,1
1918367,504676,4744892,1
1919124,505569,4023616,1
1919432,505797,250602,1
1919636,505797,1540879,1
1919641,505797,1580928,1
1920169,505797,4774215,1
1920534,505961,3202996,1
1921312,507060,350636,1
1921664,507060,667397,1
1921906,507060,864486,1
1922347,507060,1198215,1
1922350,507060,1201711,1
1923347,507060,1972916,1
1924171,507060,2631206,1
1924573,507060,2932196,1
1925635,507060,3727123,1
1925947,507060,3997842,1
1926034,507060,4058590,1
1926925,507060,4765611,1
1927810,507388,4562153,1
1928116,508120,2365438,1
1928364,508396,3255990,1
1928955,508550,2838776,1
1930169,509714,3931410,1
1930271,510020,4854708,1
1930667,510245,2287786,1
1930954,510245,4286582,1
1931664,511482,2732566,1
1931710,511482,3347637,1
1931937,511609,3260109,1
1932026,511702,235643,1
1932414,511702,1706027,1
1932986,511702,3977884,1
1933108,511702,4513961,1
1933437,511838,1598845,1
1933883,511838,4730984,1
1934552,513426,1535605,1
1935023,513426,4849610,1
1935241,513747,1910777,1
1935909,513938,1588571,1
1936065,513938,2412713,1
1936295,513938,3558233,1
1937605,514315,2368306,1
1938301,514623,1524917,1
1938501,514623,2247105,1
1939659,515290,67322,1
1939818,515290,89256,1
1939875,515290,98067,1
1939955,515290,109837,1
1940013,515290,117845,1
1940909,515290,247874,1
1940974,515290,255232,1
1941163,515290,281957,1
1941862,515290,385062,1
1941966,515290,398924,1
1941993,515290,402323,1
1942017,515290,406444,1
1942284,515290,441328,1
1942646,515290,492481,1
1942739,515290,505233,1
1943683,515290,638445,1
1943863,515290,667305,1
1943872,515290,668395,1
1944482,515290,758650,1
1945077,515290,844406,1
1945124,515290,852997,1
1945373,515290,887684,1
1946131,515290,993852,1
1946146,515290,995534,1
1946325,515290,1024538,1
1947149,515290,1146808,1
1948858,515290,1390849,1
1949096,515290,1428626,1
1949198,515290,1444592,1
1950347,515290,1612200,1
1950727,515290,1667219,1
1951811,515290,1820456,1
1952266,515290,1886652,1
1953033,515290,1999905,1
1953035,515290,2000345,1
1953235,515290,2027988,1
1953403,515290,2050325,1
1953633,515290,2082469,1
1954170,515290,2154580,1
1954661,515290,2226544,1
1955206,515290,2306205,1
1955314,515290,2323708,1
1956382,515290,2466214,1
1956736,515290,2511973,1
1956886,515290,2533358,1
1957199,515290,2582627,1
1957663,515290,2646157,1
1957825,515290,2667911,1
1958342,515290,2744571,1
1958348,515290,2745341,1
1958714,515290,2793356,1
1958749,515290,2797312,1
1959130,515290,2849501,1
1959453,515290,2891381,1
1961421,515290,3176510,1
1962557,515290,3328250,1
1962735,515290,3357169,1
1962983,515290,3389539,1
1963153,515290,3412641,1
1963246,515290,3423886,1
1964748,515290,3632375,1
1964831,515290,3644859,1
1964973,515290,3662459,1
1965173,515290,3687795,1
1965412,515290,3725752,1
1966974,515290,3956745,1
1967487,515290,4029908,1
1967715,515290,4061789,1
1967879,515290,4085092,1
1968145,515290,4122689,1
1968959,515290,4239737,1
1970231,515290,4424467,1
1973128,515290,4843455,1
1973439,515537,233001,1
1974064,515537,1879621,1
1975534,515859,1595187,1
1975962,515859,4366991,1
1976806,516486,491582,1
1977093,516486,3590269,1
1977802,516562,3718695,1
1978141,517189,446618,1
1978317,517189,1023274,1
1978671,517189,2257903,1
1980804,517497,2577184,1
1980875,517497,2721324,1
1981179,517497,3480369,1
1982194,517644,3581859,1
1982429,518629,1486813,1
1983208,519175,458510,1
1983337,519175,543652,1
1984533,519175,1333036,1
1984670,519175,1425396,1
1984964,519175,1615261,1
1985252,519175,1825066,1
1987117,519175,3118800,1
1987700,519175,3535665,1
1988297,519175,3935366,1
1988455,519175,4049675,1
1990629,520611,404758,1
1992276,521586,225570,1
1992674,521586,343606,1
1992980,521586,419658,1
1993503,521586,551621,1
1993652,521586,588849,1
1994192,521586,745492,1
1994426,521586,805360,1
1996735,521586,1394040,1
1996844,521586,1430278,1
1997552,521586,1616214,1
1997629,521586,1632626,1
1998171,521586,1773442,1
1998862,521586,1963560,1
1999473,521586,2128570,1
1999497,521586,2137723,1
1999646,521586,2179877,1
1999676,521586,2187733,1
2000183,521586,2327311,1
2001058,521586,2559265,1
2001391,521586,2651532,1
2001508,521586,2680592,1
2001810,521586,2759632,1
2001909,521586,2784439,1
2002184,521586,2857171,1
2002562,521586,2951513,1
2002700,521586,2986970,1
2003401,521586,3171248,1
2003670,521586,3241285,1
2004065,521586,3346517,1
2004081,521586,3350735,1
2005154,521586,3626045,1
2005430,521586,3691974,1
2005882,521586,3812107,1
2006152,521586,3882040,1
2006160,521586,3883753,1
2006797,521586,4058687,1
2007143,521586,4146279,1
2007560,521586,4252049,1
2008348,521586,4449415,1
2008422,521586,4469670,1
2008471,521586,4481650,1
2008628,521586,4517881,1
2008694,521586,4534589,1
2008863,521586,4577905,1
2009770,521586,4828072,1
2011030,522588,234804,1
2012133,522588,493006,1
2012165,522588,503325,1
2012521,522588,589871,1
2013174,522588,754483,1
2013891,522588,918522,1
2015703,522588,1361137,1
2015762,522588,1377103,1
2016023,522588,1445541,1
2016618,522588,1580248,1
2017490,522588,1785185,1
2018263,522588,1971522,1
2018560,522588,2046246,1
2021715,522588,2802349,1
2021905,522588,2847198,1
2023873,522588,3334457,1
2024452,522588,3472276,1
2024767,522588,3540382,1
2024906,522588,3572014,1
2025419,522588,3704565,1
2025493,522588,3721865,1
2026047,522588,3858058,1
2026122,522588,3876544,1
2026169,522588,3884849,1
2027378,522588,4185340,1
2027723,522588,4265763,1
2028807,522588,4528603,1
2029087,522588,4596884,1
2031238,524313,2533786,1
2031827,524313,4727207,1
2033489,525109,1387960,1
2033640,525109,1808803,1
2033819,525109,2233956,1
2034017,525109,2731799,1
2034321,525109,3482725,1
2034860,525109,4832184,1
2035569,525299,676141,1
2035600,525299,709709,1
2036356,525299,1497120,1
2036417,525299,1563651,1
2036760,525299,1923830,1
2037484,525299,2636016,1
2037840,525299,2989110,1
2038535,525299,3705477,1
2039280,525299,4463507,1
2039844,525451,2173441,1
2040011,525451,3684904,1
2040455,525570,275847,1
2041185,525570,1220183,1
2041623,525570,1779528,1
2041997,525570,2245947,1
2042169,525570,2456861,1
2042763,525570,3255629,1
2043175,525570,3835618,1
2043789,525570,4674575,1
2044096,525734,720082,1
2044101,525734,780172,1
2044835,525734,4320559,1
2047027,528463,4248754,1
2047046,528463,4360799,1
2048228,529424,4300463,1
2048616,530200,6426,1
2049142,530200,47251,1
2049756,530200,95919,1
2050857,530200,182298,1
2051553,530200,238846,1
2051650,530200,247006,1
2051957,530200,271342,1
2052421,530200,305748,1
2052524,530200,314008,1
2052720,530200,329708,1
2052898,530200,343645,1
2053761,530200,411313,1
2053932,530200,425223,1
2054739,530200,485839,1
2056399,530200,616698,1
2056545,530200,628001,1
2056693,530200,640691,1
2056726,530200,644426,1
2057680,530200,720927,1
2057778,530200,728951,1
2058365,530200,772890,1
2058587,530200,791501,1
2058826,530200,811237,1
2059038,530200,826657,1
2059146,530200,835217,1
2059269,530200,844537,1
2061926,530200,1047175,1
2063129,530200,1136895,1
2063186,530200,1140855,1
2064093,530200,1213586,1
2066119,530200,1378462,1
2067273,530200,1471579,1
2067419,530200,1483160,1
2067492,530200,1488304,1
2067522,530200,1490317,1
2069588,530200,1651919,1
2070602,530200,1730562,1
2071041,530200,1766114,1
2071637,530200,1810644,1
2072059,530200,1845349,1
2072729,530200,1895829,1
2073293,530200,1937586,1
2073686,530200,1966700,1
2074093,530200,1998377,1
2074786,530200,2049154,1
2075428,530200,2097612,1
2075900,530200,2133382,1
2076483,530200,2178885,1
2077815,530200,2283230,1
2078299,530200,2321867,1
2078527,530200,2338136,1
2078771,530200,2356968,1
2078954,530200,2371122,1
2080087,530200,2458751,1
2080399,530200,2481072,1
2081307,530200,2549238,1
2081675,530200,2577063,1
2082107,530200,2611860,1
2082221,530200,2619636,1
2082978,530200,2675995,1
2083387,530200,2707748,1
2084558,530200,2797368,1
2084617,530200,2801898,1
2084854,530200,2819779,1
2085868,530200,2898756,1
2087152,530200,2998968,1
2087589,530200,3034004,1
2087877,530200,3054958,1
2089008,530200,3138145,1
2089732,530200,3194040,1
2089805,530200,3198793,1
2089946,530200,3209836,1
2090265,530200,3233627,1
2090470,530200,3247972,1
2090807,530200,3271916,1
2091296,530200,3308098,1
2091910,530200,3357146,1
2092237,530200,3383976,1
2093611,530200,3487028,1
2094120,530200,3525868,1
2094205,530200,3533838,1
2096146,530200,3688526,1
2096968,530200,3748701,1
2098082,530200,3837783,1
2098264,530200,3852485,1
2098711,530200,3887440,1
2098841,530200,3896050,1
2099169,530200,3923237,1
2100863,530200,4051945,1
2100904,530200,4054391,1
2100975,530200,4059599,1
2101057,530200,4064964,1
2101557,530200,4104142,1
2101562,530200,4104445,1
2101658,530200,4112677,1
2102735,530200,4196541,1
2102777,530200,4199526,1
2102804,530200,4201436,1
2103133,530200,4225400,1
2103185,530200,4229198,1
2104942,530200,4368454,1
2105101,530200,4380875,1
2105254,530200,4393064,1
2105903,530200,4444633,1
2105942,530200,4447361,1
2107157,530200,4539850,1
2107638,530200,4580515,1
2107965,530200,4605726,1
2108265,530200,4626921,1
2109003,530200,4684676,1
2109110,530200,4692948,1
2111025,530200,4842428,1
2111458,530260,2963207,1
2113262,532681,15097,1
2114138,532681,141542,1
2114318,532681,166545,1
2114607,532681,210097,1
2115642,532681,352685,1
2115934,532681,394635,1
2116993,532681,540334,1
2117134,532681,561799,1
2117604,532681,625702,1
2117644,532681,631093,1
2118021,532681,686629,1
2119444,532681,886252,1
2119615,532681,914471,1
2120220,532681,996330,1
2120252,532681,999969,1
2120777,532681,1072186,1
2121229,532681,1136401,1
2121505,532681,1178260,1
2123517,532681,1455784,1
2124129,532681,1537306,1
2124367,532681,1569200,1
2124640,532681,1606479,1
2125015,532681,1656203,1
2125797,532681,1763330,1
2125809,532681,1764418,1
2125955,532681,1782470,1
2126041,532681,1794681,1
2126145,532681,1807435,1
2127542,532681,2013210,1
2127578,532681,2017533,1
2127849,532681,2054807,1
2128068,532681,2086042,1
2128203,532681,2105552,1
2129421,532681,2277070,1
2129473,532681,2283268,1
2131951,532681,2625722,1
2134289,532681,2955286,1
2134437,532681,2975204,1
2134493,532681,2984548,1
2135202,532681,3081803,1
2135248,532681,3089160,1
2135651,532681,3146853,1
2135800,532681,3165992,1
2136178,532681,3217164,1
2136440,532681,3249733,1
2136540,532681,3262710,1
2136923,532681,3314343,1
2137042,532681,3332043,1
2138253,532681,3491818,1
2138559,532681,3533597,1
2139158,532681,3620899,1
2139300,532681,3642123,1
2139593,532681,3680762,1
2139862,532681,3716679,1
2139966,532681,3732560,1
2140165,532681,3761500,1
2140194,532681,3765597,1
2140606,532681,3822510,1
2140938,532681,3869132,1
2141547,532681,3956135,1
2141575,532681,3960723,1
2141592,532681,3964093,1
2141946,532681,4013914,1
2142169,532681,4041994,1
2142544,532681,4087721,1
2142623,532681,4098711,1
2142768,532681,4119954,1
2142878,532681,4135347,1
2142895,532681,4136865,1
2143623,532681,4239140,1
2143678,532681,4245944,1
2144077,532681,4303154,1
2144735,532681,4391650,1
2144867,532681,4410681,1
2144876,532681,4412269,1
2144912,532681,4416900,1
2145518,532681,4504620,1
2145654,532681,4519061,1
2145814,532681,4539780,1
2146180,532681,4592035,1
2146473,532681,4634328,1
2147041,532681,4714340,1
2147321,532681,4750203,1
2147487,532681,4771498,1
2147701,532681,4804563,1
2148131,532681,4862272,1
2148538,532760,3463824,1
2150165,536759,1045836,1
2150192,536759,2603038,1
2150536,536859,772906,1
2150684,536859,1142728,1
2151609,536859,3281676,1
2151893,536859,3958203,1
2152254,537144,271422,1
2152269,537144,745032,1
2153300,539193,3435850,1
2154140,539720,4149942,1
2154310,539723,2072291,1
2154690,540762,1726071,1
2154850,540985,1292070,1
2154880,540985,1804555,1
2154978,540985,3230140,1
2156180,543226,2010769,1
2156821,543226,4069666,1
2156921,543226,4392198,1
2159176,544230,170878,1
2159240,544230,175820,1
2159763,544230,219493,1
2160129,544230,247456,1
2160190,544230,252401,1
2160702,544230,297122,1
2161519,544230,361945,1
2162040,544230,403259,1
2162284,544230,421595,1
2163225,544230,493829,1
2166627,544230,768710,1
2166684,544230,773355,1
2166994,544230,798615,1
2167214,544230,814383,1
2167827,544230,865165,1
2167866,544230,868135,1
2167938,544230,872864,1
2169189,544230,972341,1
2169669,544230,1011281,1
2169813,544230,1022287,1
2170461,544230,1076025,1
2170495,544230,1079392,1
2171541,544230,1163024,1
2172792,544230,1262950,1
2172813,544230,1265004,1
2173768,544230,1345144,1
2173907,544230,1356259,1
2174620,544230,1419091,1
2174665,544230,1423146,1
2174693,544230,1425129,1
2174830,544230,1435293,1
2175413,544230,1482367,1
2176112,544230,1541866,1
2176240,544230,1551050,1
2176495,544230,1570526,1
2176505,544230,1571708,1
2176632,544230,1579643,1
2177312,544230,1632928,1
2178242,544230,1711385,1
2178425,544230,1725881,1
2178850,544230,1759415,1
2178996,544230,1770348,1
2179156,544230,1781477,1
2179610,544230,1816429,1
2179675,544230,1821230,1
2180792,544230,1906593,1
2181543,544230,1967576,1
2181934,544230,1997458,1
2182403,544230,2032653,1
2182693,544230,2056687,1
2182954,544230,2078873,1
2183135,544230,2094416,1
2183287,544230,2106573,1
2183821,544230,2145472,1
2184553,544230,2202558,1
2185473,544230,2278211,1
2186272,544230,2344151,1
2186703,544230,2379095,1
2187080,544230,2407391,1
2187389,544230,2429789,1
2188005,544230,2477152,1
2188225,544230,2493796,1
2188899,544230,2544548,1
2189135,544230,2563498,1
2189312,544230,2577577,1
2190148,544230,2643331,1
2190376,544230,2663219,1
2190384,544230,2664009,1
2191691,544230,2767241,1
2192895,544230,2862167,1
2193123,544230,2882961,1
2194144,544230,2966265,1
2194693,544230,3010692,1
2195072,544230,3043382,1
2195425,544230,3072273,1
2195476,544230,3076501,1
2195557,544230,3083007,1
2195865,544230,3108290,1
2197422,544230,3235419,1
2197456,544230,3238232,1
2197595,544230,3248919,1
2197955,544230,3277568,1
2198434,544230,3316576,1
2200246,544230,3460909,1
2200338,544230,3467693,1
2200625,544230,3491208,1
2201295,544230,3541947,1
2201486,544230,3558249,1
2202542,544230,3645963,1
2203898,544230,3755943,1
2204144,544230,3775706,1
2204294,544230,3788635,1
2204632,544230,3816618,1
2205120,544230,3858595,1
2205251,544230,3868751,1
2205274,544230,3870669,1
2205341,544230,3875023,1
2205981,544230,3927387,1
2206372,544230,3960610,1
2206536,544230,3975309,1
2207028,544230,4012350,1
2207189,544230,4024816,1
2207236,544230,4028719,1
2208066,544230,4092262,1
2208111,544230,4096688,1
2208121,544230,4097361,1
2208512,544230,4126868,1
2208896,544230,4156879,1
2209136,544230,4176636,1
2209821,544230,4231963,1
2210212,544230,4264150,1
2210390,544230,4279351,1
2211061,544230,4332176,1
2211591,544230,4374191,1
2211723,544230,4383967,1
2212537,544230,4445923,1
2212540,544230,4446182,1
2212789,544230,4465731,1
2213646,544230,4531314,1
2213992,544230,4560169,1
2214403,544230,4592154,1
2214576,544230,4606559,1
2214747,544230,4622324,1
2214867,544230,4633836,1
2214914,544230,4636967,1
2215005,544230,4644144,1
2215132,544230,4652948,1
2215289,544230,4664309,1
2215761,544230,4699836,1
2215976,544230,4716459,1
2216793,544230,4783209,1
2217019,544230,4802782,1
2217852,544230,4866972,1
2218172,544337,806102,1
2218239,544337,979621,1
2218824,544337,2400528,1
2220406,544584,4267587,1
2221116,546249,4407691,1
2221794,547347,263675,1
2221835,547347,653235,1
2222136,547347,2878933,1
2222308,547347,4200828,1
2225301,549365,4582117,1
2225477,550387,234617,1
2226007,550387,1212190,1
2226716,550387,2675410,1
2226743,550387,2724830,1
2226863,550387,2971668,1
2227023,550387,3296301,1
2228119,550749,235199,1
2229062,550749,4345744,1
2229741,550866,2553251,1
2229937,550866,3379451,1
2229946,550866,3438395,1
2230073,550866,3984433,1
2231134,551730,1512697,1
2231164,551730,1634230,1
2231290,551730,2018000,1
2231640,551730,3442087,1
2231900,551730,4388653,1
2233144,553041,490825,1
2233474,553041,771065,1
2234222,553041,1373197,1
2234666,553041,1735579,1
2234919,553041,1963066,1
2235369,553041,2325984,1
2236385,553041,3120018,1
2237331,553041,3938668,1
2237370,553041,3971128,1
2237617,553041,4139224,1
2237641,553041,4166769,1
2237689,553041,4197227,1
2237715,553041,4221366,1
2238438,553041,4834162,1
2238494,553095,1655093,1
2238573,553568,685918,1
2239150,554261,2905793,1
2239852,554693,4255137,1
2242210,558775,3403497,1
2242827,559565,65265,1
2243341,560356,2772078,1
2244124,561541,1450866,1
2244442,561541,3599330,1
2244905,561807,2347608,1
2245687,563421,594693,1
2245898,563421,2361105,1
2246638,564904,540370,1
2247488,565730,3256556,1
2247688,566079,1725762,1
2248932,567649,1190275,1
2248967,567649,1557086,1
2249032,567649,2146514,1
2250459,567662,3495564,1
2250730,567662,4317521,1
2251053,567973,1499349,1
2253141,568609,2991516,1
2253943,569070,3427625,1
2254163,569273,2242180,1
2254861,569857,4135599,1
2255248,569972,2446706,1
2255555,569972,4816975,1
2256970,570984,299137,1
2257142,570984,492768,1
2257971,570984,1370686,1
2258268,570984,1688411,1
2258615,570984,2047368,1
2258763,570984,2199080,1
2259102,570984,2601425,1
2260150,570984,3705517,1
2260967,570984,4545084,1
2261227,570984,4805609,1
2261259,570984,4842375,1
2261389,571147,99866,1
2261896,571147,570936,1
2263166,571147,1659971,1
2263610,571147,2051827,1
2265325,571147,3566307,1
2265976,571147,4171022,1
2266104,571147,4289464,1
2266183,571147,4350779,1
2266228,571147,4378532,1
2266311,571147,4451833,1
2268596,572390,1168768,1
2271006,573101,3058,1
2271560,573101,216440,1
2271815,573101,318429,1
2271853,573101,334530,1
2275563,573101,1727745,1
2276008,573101,1902256,1
2276340,573101,2030371,1
2276772,573101,2199960,1
2276875,573101,2245947,1
2277190,573101,2380317,1
